frame,dist,pred_name,gt_label,pred_x,pred_y,pred_z,gt_x,gt_y,gt_z
122,9.3364,Cell type 1_1000,149,157.982,256.071,165.71,158.0,257.0,175.0
122,9.3367,Cell type 1_2100000,377,478.6,385.63,158.773,479.0,387.0,168.0
122,9.3444,Cell type 1_3011,705,458.882,340.463,162.701,457.0,333.0,168.0
122,9.5622,Cell type 1_3001,720,394.277,287.082,158.612,399.0,294.0,154.0
122,9.9292,Cell type 1_300010,587,434.281,236.42,173.138,435.0,232.0,182.0
122,10.2414,Cell type 1_2010011,462,376.919,117.509,129.868,377.0,119.0,140.0
122,10.3306,Cell type 1_2010101,427,466.485,128.328,73.7042,467.0,129.0,84.0
122,10.5542,Cell type 1_10110,196,180.788,251.609,53.3629,191.0,252.0,56.0
122,10.6557,Cell type 1_1011100,141,158.421,203.886,157.521,160.0,205.0,168.0
122,11.6685,Cell type 1_2101101111,92,225.51,324.418,180.052,237.0,325.0,182.0
122,12.0054,Cell type 1_3100011,677,544.042,214.436,62.1557,541.0,223.0,70.0
122,12.3095,Cell type 1_3010,708,519.292,322.608,157.543,513.0,321.0,168.0
122,12.6072,Cell type 1_101111000,452,251.993,113.274,131.893,240.0,117.0,133.0
122,12.8296,Cell type 1_1111010,212,212.151,186.112,60.6366,201.0,192.0,63.0
122,13.2216,Cell type 1_1101,70,130.963,289.945,131.16,129.0,277.0,133.0
122,13.4003,Cell type 1_2011110,477,466.239,171.834,169.858,461.0,174.0,182.0
122,13.9976,Cell type 1_11111011,159,306.309,253.143,168.044,306.0,241.0,175.0
122,14.2993,Cell type 1_2010100,434,502.41,129.103,112.099,490.0,122.0,112.0
122,14.6293,Cell type 1_2100111111,619,338.163,237.116,104.821,342.0,223.0,105.0
122,14.6897,Cell type 1_30000,719,468.061,263.245,159.046,457.0,255.0,154.0
122,15.1228,Cell type 1_3101000,505,535.944,183.165,177.007,525.0,174.0,182.0
122,16.5727,Cell type 1_2010000,411,387.399,96.9155,89.5424,384.0,92.0,105.0
122,17.1744,Cell type 1_300011,606,430.432,218.584,135.543,425.0,207.0,147.0
123,0.3102,Cell type 1_4010,516,194.268,278.845,119.02,194.0,279.0,119.0
123,0.7679,Cell type 1_1010,45,209.998,313.3,76.6842,210.0,314.0,77.0
123,0.9855,Cell type 1_2111110,287,389.301,394.369,83.7094,390.0,395.0,84.0
123,1.016,Cell type 1_2110001,269,267.331,310.345,63.8965,267.0,310.0,63.0
123,1.0742,Cell type 1_21010010,558,369.216,355.775,139.301,370.0,356.0,140.0
123,1.0891,Cell type 1_21000001,381,492.664,373.73,161.82,492.0,374.0,161.0
123,1.4944,Cell type 1_2100011,362,432.222,410.288,110.705,432.0,411.0,112.0
123,1.5568,Cell type 1_2111100,292,368.104,354.922,54.8817,368.0,356.0,56.0
123,1.6492,Cell type 1_21011001,543,263.982,332.752,120.078,264.0,334.0,119.0
123,1.7249,Cell type 1_2001101,634,438.109,182.251,110.727,439.0,183.0,112.0
123,1.7877,Cell type 1_111111,567,217.846,219.517,124.723,219.0,220.0,126.0
123,1.8402,Cell type 1_21011000,550,320.909,344.117,124.388,321.0,345.0,126.0
123,2.0785,Cell type 1_1011101,144,218.756,160.579,159.389,220.0,161.0,161.0
123,2.1384,Cell type 1_101111010,399,261.245,138.228,75.0124,262.0,138.0,77.0
123,2.226,Cell type 1_1101,70,129.793,275.01,138.017,130.0,276.0,140.0
123,2.3087,Cell type 1_410,538,389.706,325.936,173.959,389.0,324.0,175.0
123,2.3877,Cell type 1_10010,133,143.068,242.682,146.519,145.0,244.0,147.0
123,2.4584,Cell type 1_310000,674,493.13,165.142,53.5491,493.0,165.0,56.0
123,2.5028,Cell type 1_1011110011,396,207.49,148.881,75.0076,209.0,149.0,77.0
123,2.5133,Cell type 1_11111010,574,302.257,232.806,137.917,303.0,234.0,140.0
123,2.5788,Cell type 1_31101010,242,395.273,190.213,60.535,396.0,190.0,63.0
123,2.6042,Cell type 1_400011,80,211.785,323.259,130.819,213.0,324.0,133.0
123,2.6541,Cell type 1_2101010,612,326.32,288.905,102.367,326.0,289.0,105.0
123,2.7612,Cell type 1_2011110,477,460.801,173.803,172.253,461.0,174.0,175.0
123,2.9435,Cell type 1_21011110,332,275.043,412.43,95.2754,276.0,413.0,98.0
123,2.9559,Cell type 1_1011100,141,161.559,196.871,158.08,162.0,197.0,161.0
123,3.0842,Cell type 1_2001100,249,458.647,202.231,74.0341,459.0,203.0,77.0
123,3.0897,Cell type 1_2100111111,619,342.842,221.941,94.9149,343.0,222.0,98.0
123,3.3544,Cell type 1_101111011,455,284.814,113.309,115.665,285.0,113.0,119.0
123,3.4311,Cell type 1_2010011,462,377.041,115.812,129.711,378.0,116.0,133.0
123,3.4684,Cell type 1_101111111,175,318.802,178.98,167.127,322.0,180.0,168.0
123,3.5425,Cell type 1_21010011,561,404.268,360.025,122.534,405.0,360.0,126.0
123,3.5676,Cell type 1_31001,681,573.07,253.712,73.4447,573.0,254.0,77.0
123,3.5888,Cell type 1_1111011,32,238.4,190.514,87.4668,238.0,191.0,91.0
123,3.6004,Cell type 1_20000,482,429.538,110.385,144.446,432.0,111.0,147.0
123,3.7185,Cell type 1_200111,637,505.962,223.879,108.946,506.0,226.0,112.0
123,3.7368,Cell type 1_3101010,684,608.83,305.233,101.364,608.0,305.0,105.0
123,4.204,Cell type 1_41100,95,293.769,305.034,171.437,296.0,305.0,175.0
123,4.2183,Cell type 1_311010111,219,289.266,178.181,58.9276,290.0,179.0,63.0
123,4.3015,Cell type 1_2010000,411,378.64,94.2373,100.782,379.0,95.0,105.0
123,4.4213,Cell type 1_21001000,314,513.644,378.134,107.679,514.0,379.0,112.0
123,4.5516,Cell type 1_2100010,355,367.152,426.484,121.558,368.0,427.0,126.0
123,4.6346,Cell type 1_21000000,378,469.95,387.037,163.802,470.0,389.0,168.0
123,4.6647,Cell type 1_2101101100,119,232.845,370.306,93.3898,233.0,371.0,98.0
123,4.6671,Cell type 1_211110110,60,239.88,246.92,86.9849,242.0,248.0,91.0
123,4.7482,Cell type 1_1000,149,165.198,260.02,170.256,165.0,260.0,175.0
123,4.779,Cell type 1_11101,29,189.956,199.018,86.3365,191.0,199.0,91.0
123,4.8275,Cell type 1_11111000,152,221.39,269.683,170.372,221.0,271.0,175.0
123,4.8328,Cell type 1_21010000,347,381.337,408.739,165.429,383.0,405.0,168.0
123,4.8422,Cell type 1_211100,277,248.461,399.958,65.1881,249.0,400.0,70.0
123,4.9198,Cell type 1_2010001,414,424.647,110.26,93.149,425.0,111.0,98.0
123,4.9652,Cell type 1_311010110,222,334.765,162.751,58.1973,336.0,163.0,63.0
123,5.0329,Cell type 1_2010010,459,328.857,93.8948,114.092,329.0,95.0,119.0
123,5.0528,Cell type 1_311001,652,551.166,314.682,61.6968,556.0,314.0,63.0
123,5.0828,Cell type 1_211110100,204,273.837,245.06,50.9202,274.0,245.0,56.0
123,5.1902,Cell type 1_20101101,423,438.39,135.853,57.8266,438.0,136.0,63.0
123,5.2019,Cell type 1_21111111,126,319.517,368.114,92.8969,320.0,369.0,98.0
123,5.2209,Cell type 1_310111,688,588.145,218.352,148.793,588.0,218.0,154.0
123,5.2655,Cell type 1_2011011,597,336.336,179.032,120.867,337.0,180.0,126.0
123,5.2804,Cell type 1_2101101101,116,198.798,359.462,92.8865,200.0,360.0,98.0
123,5.3009,Cell type 1_311000,653,573.075,343.504,93.0868,575.0,343.0,98.0
123,5.319,Cell type 1_2110110,265,250.138,346.667,51.0287,252.0,347.0,56.0
123,5.3423,Cell type 1_211001,52,182.483,254.43,71.9198,183.0,256.0,77.0
123,5.4184,Cell type 1_311100,630,496.358,309.46,107.527,499.0,311.0,112.0
123,5.431,Cell type 1_111001,22,136.317,201.239,120.908,137.0,203.0,126.0
123,5.5137,Cell type 1_20110100,467,335.231,119.781,162.922,337.0,121.0,168.0
123,5.6009,Cell type 1_3110100,234,431.35,277.278,71.4439,432.0,277.0,77.0
123,5.738,Cell type 1_20101110,404,307.269,124.727,85.453,308.0,126.0,91.0
123,5.7449,Cell type 1_31111,664,560.051,323.214,127.407,559.0,324.0,133.0
123,5.7703,Cell type 1_21111110,284,338.191,397.269,64.5696,340.0,398.0,70.0
123,5.8248,Cell type 1_101111000,452,240.988,113.881,127.374,242.0,115.0,133.0
123,5.8498,Cell type 1_3110110,627,439.908,295.832,106.373,441.0,297.0,112.0
123,5.871,Cell type 1_2101101000,343,333.312,411.498,155.333,333.0,413.0,161.0
123,5.8967,Cell type 1_20110101,470,382.893,130.354,169.447,384.0,132.0,175.0
123,5.9062,Cell type 1_2011111,474,416.597,146.201,176.111,417.0,146.0,182.0
123,5.9229,Cell type 1_20001,489,493.05,168.481,141.428,495.0,168.0,147.0
123,5.9302,Cell type 1_4111,531,337.679,341.712,169.697,340.0,343.0,175.0
123,5.9498,Cell type 1_110010,7,129.066,289.533,92.1482,130.0,289.0,98.0
123,5.9994,Cell type 1_10011,10,124.037,249.973,123.783,121.0,248.0,119.0
123,6.043,Cell type 1_31010111,699,592.496,274.115,127.459,594.0,276.0,133.0
123,6.0522,Cell type 1_21001100,303,472.257,341.143,64.2878,473.0,343.0,70.0
123,6.0756,Cell type 1_211110111,63,291.861,234.636,84.9967,291.0,235.0,91.0
123,6.168,Cell type 1_101111110,172,256.607,173.984,176.173,257.0,172.0,182.0
123,6.1791,Cell type 1_400010,77,137.758,336.73,112.953,139.0,337.0,119.0
123,6.2302,Cell type 1_21011010010,340,285.918,408.31,146.671,292.0,407.0,147.0
123,6.2392,Cell type 1_2101011,615,393.805,295.892,112.913,393.0,297.0,119.0
123,6.2604,Cell type 1_211110101,207,343.1,229.478,56.7622,343.0,230.0,63.0
123,6.2777,Cell type 1_4011,523,274.839,273.293,119.961,275.0,275.0,126.0
123,6.2827,Cell type 1_210011110,227,374.453,279.51,56.7604,375.0,280.0,63.0
123,6.3184,Cell type 1_2011000,179,280.207,133.334,161.767,281.0,134.0,168.0
123,6.4251,Cell type 1_31101110,645,481.899,278.961,56.6603,482.0,280.0,63.0
123,6.4459,Cell type 1_21101010,17,155.403,222.982,84.5667,155.0,223.0,91.0
123,6.5419,Cell type 1_20101111,407,352.424,122.078,77.5491,353.0,123.0,84.0
123,6.5867,Cell type 1_21001101,300,413.748,335.821,63.6418,415.0,337.0,70.0
123,6.7101,Cell type 1_1011110010,388,213.613,152.458,112.323,214.0,153.0,119.0
123,6.7926,Cell type 1_111000,25,179.936,178.933,112.208,180.0,179.0,119.0
123,6.9061,Cell type 1_3101001,508,548.514,216.546,175.271,550.0,217.0,182.0
123,7.0118,Cell type 1_2011101,498,497.169,127.972,161.066,497.0,129.0,168.0
123,7.1645,Cell type 1_11111001,156,261.477,261.175,168.048,263.0,262.0,175.0
123,7.2045,Cell type 1_2100101,307,456.928,389.194,77.1471,459.0,390.0,84.0
123,7.2837,Cell type 1_2100001,370,454.816,412.689,140.447,457.0,415.0,147.0
123,7.2853,Cell type 1_211101,280,298.406,399.849,62.7276,298.0,400.0,70.0
123,7.3395,Cell type 1_31010110,696,564.215,224.357,106.472,569.0,225.0,112.0
123,7.7183,Cell type 1_21001110,622,390.556,193.827,104.736,392.0,196.0,112.0
123,7.9097,Cell type 1_21001001,657,542.632,371.959,160.099,543.0,372.0,168.0
123,8.5173,Cell type 1_21011111,335,321.321,422.843,110.589,322.0,424.0,119.0
123,8.6005,Cell type 1_111100,215,244.127,185.696,54.4058,244.0,186.0,63.0
123,8.6131,Cell type 1_210111010,325,205.772,398.95,124.528,207.0,398.0,133.0
123,8.6331,Cell type 1_3011,705,458.882,340.463,162.701,459.0,332.0,161.0
123,8.7643,Cell type 1_2010101,427,472.585,120.952,75.3085,473.0,122.0,84.0
123,8.8016,Cell type 1_210111011,328,243.245,407.627,117.339,244.0,409.0,126.0
123,8.8217,Cell type 1_2011100,501,551.804,161.85,152.261,553.0,162.0,161.0
123,8.8992,Cell type 1_20110010,190,321.498,143.094,131.229,323.0,143.0,140.0
123,9.1322,Cell type 1_2100111110,592,286.992,186.919,123.924,288.0,187.0,133.0
123,9.1874,Cell type 1_3010,708,508.936,315.489,152.896,513.0,314.0,161.0
123,9.6533,Cell type 1_300010,587,434.281,236.42,173.138,436.0,233.0,182.0
123,9.7776,Cell type 1_20110011,187,250.644,163.973,130.283,251.0,165.0,140.0
123,9.8785,Cell type 1_310110,441,553.15,171.808,116.16,554.0,172.0,126.0
123,10.1734,Cell type 1_210110101,123,270.992,349.128,87.8775,272.0,349.0,98.0
123,10.6224,Cell type 1_11000,14,128.531,254.897,73.4454,129.0,256.0,84.0
123,10.9029,Cell type 1_2110100,37,163.675,318.085,73.2167,165.0,319.0,84.0
123,11.5566,Cell type 1_3001,720,394.277,287.082,158.612,400.0,296.0,154.0
123,12.0234,Cell type 1_2110000,272,311.587,304.073,59.5568,322.0,309.0,63.0
123,12.2135,Cell type 1_20101100,420,380.614,129.864,61.4437,392.0,134.0,63.0
123,12.2969,Cell type 1_3100011,677,544.042,214.436,62.1557,540.0,223.0,70.0
123,12.5374,Cell type 1_10110,196,182.101,261.43,49.8297,193.0,262.0,56.0
123,13.1731,Cell type 1_3101000,505,529.381,180.411,173.171,522.0,174.0,182.0
123,13.2632,Cell type 1_30000,719,468.061,263.245,159.046,460.0,254.0,154.0
123,13.4993,Cell type 1_20010,435,474.783,119.37,115.185,463.0,114.0,119.0
123,13.7888,Cell type 1_11111011,159,306.336,250.731,169.072,307.0,237.0,168.0
123,14.4177,Cell type 1_400101,85,159.215,332.632,153.286,167.0,342.0,161.0
123,15.9674,Cell type 1_40000,100,183.471,367.129,152.564,197.0,368.0,161.0
123,16.0447,Cell type 1_10111110,165,212.926,207.133,169.514,198.0,205.0,175.0
123,16.3542,Cell type 1_1111010,212,210.837,188.99,61.4281,198.0,199.0,63.0
123,16.473,Cell type 1_2110111,262,194.264,351.308,54.007,196.0,365.0,63.0
123,16.53,Cell type 1_31101111,648,519.37,309.621,77.1057,535.0,315.0,77.0
123,16.6788,Cell type 1_2010100,438,509.55,135.942,105.289,519.0,135.0,119.0
123,17.9229,Cell type 1_400100,73,140.331,312.429,141.185,151.0,319.0,154.0
124,0.685,Cell type 1_1000,149,166.548,255.122,168.5,167.0,255.0,168.0
124,0.7398,Cell type 1_4111,531,333.526,335.532,167.801,334.0,335.0,168.0
124,0.7508,Cell type 1_2011101,498,488.823,125.415,161.436,489.0,126.0,161.0
124,0.7684,Cell type 1_21010011,561,406.038,358.316,126.348,406.0,359.0,126.0
124,0.8567,Cell type 1_20110010,190,330.267,137.265,132.65,330.0,138.0,133.0
124,0.9117,Cell type 1_1111011,32,238.774,194.601,84.6473,239.0,194.0,84.0
124,0.9321,Cell type 1_21101001,38,148.861,298.979,76.0786,149.0,299.0,77.0
124,0.9466,Cell type 1_31101110,645,483.734,283.213,55.5463,484.0,284.0,56.0
124,1.1187,Cell type 1_21100010,48,248.121,291.638,61.9484,248.0,292.0,63.0
124,1.1701,Cell type 1_21001011,311,470.5,387.723,78.021,471.0,388.0,77.0
124,1.1754,Cell type 1_21100011,269,268.987,315.548,61.9602,269.0,315.0,63.0
124,1.2996,Cell type 1_31101010,242,395.226,193.129,57.2733,395.0,193.0,56.0
124,1.3084,Cell type 1_4011,523,268.667,275.693,125.113,268.0,275.0,126.0
124,1.4654,Cell type 1_311100,630,495.236,321.753,103.575,495.0,322.0,105.0
124,1.505,Cell type 1_2011110,477,459.602,173.263,173.646,459.0,173.0,175.0
124,1.5482,Cell type 1_2100010,355,369.61,423.629,126.572,371.0,424.0,126.0
124,1.7733,Cell type 1_3100011,677,541.96,227.592,61.5659,541.0,228.0,63.0
124,1.7943,Cell type 1_31010110,696,570.632,218.687,103.272,571.0,219.0,105.0
124,1.9822,Cell type 1_20000,482,424.075,108.96,145.533,425.0,108.0,147.0
124,2.0017,Cell type 1_111111,567,219.588,220.776,120.401,221.0,221.0,119.0
124,2.0607,Cell type 1_2101101100,119,234.369,380.699,96.5318,235.0,382.0,98.0
124,2.2501,Cell type 1_4010,516,193.052,276.891,117.014,192.0,277.0,119.0
124,2.2958,Cell type 1_101111110,172,248.258,167.779,180.073,248.0,169.0,182.0
124,2.2976,Cell type 1_11111000,152,221.555,269.746,174.985,222.0,272.0,175.0
124,2.3291,Cell type 1_100100,134,129.602,234.752,133.095,129.0,237.0,133.0
124,2.4403,Cell type 1_2011011,597,336.553,175.013,117.035,338.0,175.0,119.0
124,2.4721,Cell type 1_2100111110,592,287.764,187.319,123.883,289.0,187.0,126.0
124,2.589,Cell type 1_21001010,308,425.173,394.129,68.1701,427.0,394.0,70.0
124,2.8092,Cell type 1_101111111,175,317.714,180.547,168.522,320.0,179.0,168.0
124,2.8276,Cell type 1_11111010,574,303.527,233.204,135.405,305.0,233.0,133.0
124,2.8349,Cell type 1_2111110,287,380.965,392.521,88.4046,382.0,393.0,91.0
124,2.8374,Cell type 1_2011111,474,411.955,150.783,179.337,411.0,151.0,182.0
124,3.0201,Cell type 1_111001,22,140.792,201.294,123.071,141.0,202.0,126.0
124,3.1393,Cell type 1_3101100,430,544.661,163.424,80.9605,544.0,163.0,84.0
124,3.198,Cell type 1_41100,95,291.593,298.298,171.842,292.0,298.0,175.0
124,3.2635,Cell type 1_3110100,234,428.711,283.082,73.7504,429.0,283.0,77.0
124,3.4564,Cell type 1_21011010010,340,291.618,406.084,150.833,293.0,406.0,154.0
124,3.4779,Cell type 1_2101101000,343,337.39,407.002,157.576,338.0,407.0,161.0
124,3.4805,Cell type 1_21010010,558,364.543,356.428,136.61,364.0,357.0,140.0
124,3.4898,Cell type 1_3110110,627,437.415,298.819,109.124,439.0,300.0,112.0
124,3.6432,Cell type 1_210111011,328,247.164,405.292,122.43,247.0,406.0,126.0
124,3.7189,Cell type 1_2010001,414,426.128,110.73,94.3949,427.0,111.0,98.0
124,3.7411,Cell type 1_310000,674,493.13,165.142,53.5491,491.0,167.0,56.0
124,3.855,Cell type 1_111000,25,177.554,171.461,115.209,178.0,172.0,119.0
124,4.0258,Cell type 1_20110101,470,381.308,134.042,171.102,381.0,135.0,175.0
124,4.0993,Cell type 1_300010,587,434.281,236.42,173.138,433.0,233.0,175.0
124,4.1246,Cell type 1_21011000,550,318.654,344.569,124.136,315.0,345.0,126.0
124,4.1664,Cell type 1_21010000,347,385.602,407.013,169.229,383.0,404.0,168.0
124,4.1802,Cell type 1_21111110,284,334.649,398.331,65.8477,335.0,398.0,70.0
124,4.2516,Cell type 1_2001101,634,436.98,176.219,107.927,437.0,175.0,112.0
124,4.258,Cell type 1_2101011,615,388.853,293.87,114.92,388.0,293.0,119.0
124,4.2941,Cell type 1_1011101,144,220.964,155.511,156.734,221.0,156.0,161.0
124,4.3887,Cell type 1_3101010,684,607.638,302.694,100.637,608.0,303.0,105.0
124,4.4714,Cell type 1_200111,637,505.962,223.879,108.946,505.0,227.0,112.0
124,4.4927,Cell type 1_111100,215,243.791,192.727,51.5205,244.0,193.0,56.0
124,4.5137,Cell type 1_2010101,427,471.87,116.009,72.5984,472.0,117.0,77.0
124,4.6565,Cell type 1_10111100101,392,226.475,145.57,100.403,226.0,145.0,105.0
124,4.6699,Cell type 1_110010,7,127.631,290.69,93.546,129.0,291.0,98.0
124,4.7122,Cell type 1_101111101,165,204.553,200.092,170.31,205.0,200.0,175.0
124,4.811,Cell type 1_2100011,362,431.314,403.409,107.275,432.0,404.0,112.0
124,4.8855,Cell type 1_21101000,41,179.253,330.803,65.2702,179.0,332.0,70.0
124,4.8952,Cell type 1_2111100,292,364.591,352.494,58.376,364.0,351.0,63.0
124,4.9007,Cell type 1_21001110,622,390.556,193.827,104.736,388.0,198.0,105.0
124,4.9955,Cell type 1_211001,52,180.574,259.6,72.0388,181.0,260.0,77.0
124,5.055,Cell type 1_400010,77,131.088,330.248,114.002,131.0,331.0,119.0
124,5.0634,Cell type 1_2110110,265,252.546,349.687,51.16,254.0,350.0,56.0
124,5.1887,Cell type 1_211110101,207,343.634,228.888,57.8254,344.0,229.0,63.0
124,5.2823,Cell type 1_2100111111,619,340.903,220.575,92.8273,340.0,220.0,98.0
124,5.2927,Cell type 1_21111111,126,325.358,363.343,92.7876,326.0,364.0,98.0
124,5.4518,Cell type 1_31010111,699,596.101,272.799,127.608,596.0,272.0,133.0
124,5.5264,Cell type 1_10111100100,389,204.186,150.677,113.576,205.0,150.0,119.0
124,5.5417,Cell type 1_410,538,389.706,325.936,173.959,392.0,321.0,175.0
124,5.5491,Cell type 1_210011110,227,369.901,278.093,57.4526,370.0,278.0,63.0
124,5.64,Cell type 1_310111,688,584.743,216.719,148.509,586.0,217.0,154.0
124,5.6463,Cell type 1_100101,137,160.157,230.013,148.663,162.0,230.0,154.0
124,5.651,Cell type 1_400101,85,159.792,338.336,155.392,160.0,339.0,161.0
124,5.75,Cell type 1_101111011,455,292.386,114.642,113.299,292.0,114.0,119.0
124,5.8467,Cell type 1_210111010,325,203.584,394.417,127.183,204.0,394.0,133.0
124,5.9232,Cell type 1_3011,705,458.51,328.98,157.433,461.0,333.0,161.0
124,5.9276,Cell type 1_211110110,60,233.551,250.435,85.1141,233.0,250.0,91.0
124,5.9408,Cell type 1_11111001,156,261.31,260.804,169.122,261.0,260.0,175.0
124,6.0703,Cell type 1_31111,664,560.291,317.363,127.005,561.0,318.0,133.0
124,6.1245,Cell type 1_2010010,459,331.615,92.9281,112.888,332.0,93.0,119.0
124,6.229,Cell type 1_21011110,332,276.232,418.016,99.1142,278.0,417.0,105.0
124,6.2913,Cell type 1_1111010,212,194.535,200.367,56.9422,195.0,202.0,63.0
124,6.4171,Cell type 1_210010000,315,499.59,395.878,98.6112,499.0,396.0,105.0
124,6.4589,Cell type 1_210010001,318,533.773,371.277,119.551,534.0,371.0,126.0
124,6.4733,Cell type 1_211101,280,297.723,396.845,63.5345,298.0,397.0,70.0
124,6.6026,Cell type 1_1101,70,125.241,275.713,133.408,125.0,276.0,140.0
124,6.6536,Cell type 1_400011,80,205.121,321.491,133.367,205.0,322.0,140.0
124,6.8249,Cell type 1_211100,277,247.129,400.285,63.2369,248.0,400.0,70.0
124,6.8399,Cell type 1_311010110,222,338.52,161.194,56.325,340.0,161.0,63.0
124,7.2976,Cell type 1_2011100,501,550.228,158.845,153.745,551.0,159.0,161.0
124,7.4423,Cell type 1_21011111,335,326.006,423.222,111.561,326.0,423.0,119.0
124,7.4488,Cell type 1_20101111,407,358.02,123.883,76.5521,358.0,124.0,84.0
124,7.5639,Cell type 1_2010000,411,375.534,94.6664,97.4624,375.0,95.0,105.0
124,7.5814,Cell type 1_2001100,249,460.942,205.72,76.4531,461.0,205.0,84.0
124,7.5915,Cell type 1_20110001,183,297.194,128.801,160.454,298.0,129.0,168.0
124,7.6809,Cell type 1_20110100,467,339.775,121.844,167.324,340.0,122.0,175.0
124,7.7175,Cell type 1_21000000,378,460.346,391.112,160.525,460.0,393.0,168.0
124,7.8054,Cell type 1_211110111,63,288.062,239.302,83.2007,288.0,239.0,91.0
124,7.9037,Cell type 1_101111100,168,241.108,213.271,174.179,240.0,213.0,182.0
124,7.944,Cell type 1_1011110011,396,208.582,150.04,69.1837,210.0,150.0,77.0
124,7.9788,Cell type 1_11000,14,122.584,254.453,76.0614,122.0,255.0,84.0
124,8.0248,Cell type 1_20101110,404,307.182,124.344,83.0041,307.0,125.0,91.0
124,8.0886,Cell type 1_2101010,612,321.805,286.398,104.074,322.0,288.0,112.0
124,8.1744,Cell type 1_2101101101,116,185.087,357.354,96.8337,185.0,357.0,105.0
124,8.2226,Cell type 1_20001,489,487.057,161.487,138.792,487.0,161.0,147.0
124,8.2317,Cell type 1_210110101,123,268.514,345.217,89.7855,269.0,345.0,98.0
124,8.2554,Cell type 1_21001101,300,414.25,336.009,61.7787,415.0,336.0,70.0
124,8.323,Cell type 1_21001100,303,474.43,341.149,61.7318,474.0,342.0,70.0
124,8.4035,Cell type 1_210111001,108,231.712,374.379,145.719,233.0,375.0,154.0
124,8.5211,Cell type 1_2110111,262,198.79,372.57,61.4923,199.0,373.0,70.0
124,8.7095,Cell type 1_21101010,17,159.189,222.785,82.2952,159.0,223.0,91.0
124,9.0543,Cell type 1_3101001,508,546.811,216.509,179.962,547.0,216.0,189.0
124,9.1569,Cell type 1_20110011,187,254.402,160.57,130.862,254.0,161.0,140.0
124,9.2846,Cell type 1_110011,10,113.739,241.909,111.404,119.0,241.0,119.0
124,9.2864,Cell type 1_311010111,219,289.309,176.936,60.9311,291.0,178.0,70.0
124,9.3167,Cell type 1_101111000,452,249.857,110.838,123.827,251.0,112.0,133.0
124,9.3513,Cell type 1_31001,681,571.573,257.924,74.6588,572.0,258.0,84.0
124,9.4029,Cell type 1_2100001,370,454.816,412.689,140.447,461.0,410.0,147.0
124,9.4505,Cell type 1_1010,45,212.24,316.79,81.5549,212.0,317.0,91.0
124,9.5237,Cell type 1_210111000,111,278.675,352.524,165.597,279.0,354.0,175.0
124,9.5593,Cell type 1_20010,435,461.295,111.154,116.468,462.0,111.0,126.0
124,9.5881,Cell type 1_311000,653,576.677,347.93,95.4176,577.0,348.0,105.0
124,9.8249,Cell type 1_20110000,180,254.346,135.634,158.188,254.0,136.0,168.0
124,9.8404,Cell type 1_3010,708,507.49,312.341,151.279,506.0,312.0,161.0
124,9.8721,Cell type 1_3101101,441,552.606,166.165,116.182,552.0,167.0,126.0
124,9.9434,Cell type 1_311001,652,551.166,314.682,61.6968,561.0,314.0,63.0
124,9.9898,Cell type 1_11101,29,189.027,196.472,88.0689,190.0,196.0,98.0
124,10.0826,Cell type 1_2010100,438,509.55,135.942,105.289,517.0,137.0,112.0
124,10.1517,Cell type 1_21000001,381,505.559,369.539,164.878,505.0,369.0,175.0
124,10.1716,Cell type 1_101111010,399,266.541,143.15,73.8439,266.0,143.0,84.0
124,10.4008,Cell type 1_2010011,462,377.041,115.812,129.711,376.0,106.0,133.0
124,10.5843,Cell type 1_211110100,204,272.503,248.722,52.431,273.0,249.0,63.0
124,10.6602,Cell type 1_400100,73,149.971,307.937,150.443,151.0,309.0,161.0
124,10.7232,Cell type 1_20101101,423,442.815,140.17,59.2797,443.0,140.0,70.0
124,11.2614,Cell type 1_21011001,543,263.982,332.752,120.078,253.0,335.0,119.0
124,11.6506,Cell type 1_2101101111,92,225.51,324.418,180.052,236.0,324.0,175.0
124,11.6906,Cell type 1_20101100,420,380.614,129.864,61.4437,391.0,135.0,63.0
124,13.1386,Cell type 1_2110000,272,314.942,302.238,60.7797,323.0,307.0,70.0
124,14.0879,Cell type 1_1011100,141,160.275,190.938,146.325,168.0,182.0,154.0
124,15.9617,Cell type 1_30000,719,466.122,260.087,153.878,453.0,251.0,154.0
124,16.824,Cell type 1_11111011,159,306.336,250.731,169.072,307.0,235.0,175.0
124,17.3108,Cell type 1_40011,88,186.533,313.346,166.224,201.0,317.0,175.0
124,17.3316,Cell type 1_21001001,657,542.632,371.959,160.099,551.0,359.0,168.0
124,17.7712,Cell type 1_40000,100,183.471,367.129,152.564,199.0,369.0,161.0
124,17.8832,Cell type 1_3101000,505,529.381,180.411,173.171,517.0,171.0,182.0
125,0.4657,Cell type 1_10111100101,392,233.254,139.78,97.6776,233.0,140.0,98.0
125,0.7239,Cell type 1_21011001,543,248.958,337.758,118.319,249.0,338.0,119.0
125,0.74,Cell type 1_1101,70,122.289,281.148,132.335,122.0,281.0,133.0
125,1.3686,Cell type 1_21010000,347,385.602,407.013,169.229,385.0,407.0,168.0
125,1.4562,Cell type 1_21001011,311,480.526,383.039,75.6237,481.0,383.0,77.0
125,1.5239,Cell type 1_210111000,111,282.935,358.96,169.522,283.0,359.0,168.0
125,1.533,Cell type 1_311100,630,490.074,322.008,96.4688,490.0,322.0,98.0
