frame,gt_label,gt_x,gt_y,gt_z,nearest_pred_dist,nearest_pred_name,nearest_pred_x,nearest_pred_y,nearest_pred_z
165,93,228.0,266.0,182.0,,,,,
165,94,271.0,280.0,161.0,,,,,
165,96,277.0,276.0,161.0,,,,,
165,97,328.0,272.0,175.0,,,,,
165,101,157.0,366.0,126.0,,,,,
165,104,181.0,387.0,133.0,,,,,
165,109,218.0,355.0,168.0,,,,,
165,110,262.0,369.0,175.0,,,,,
165,112,266.0,343.0,147.0,,,,,
165,113,310.0,355.0,154.0,,,,,
165,116,181.0,389.0,105.0,,,,,
165,120,204.0,399.0,119.0,,,,,
165,121,248.0,406.0,112.0,,,,,
165,124,204.0,358.0,98.0,,,,,
165,125,233.0,379.0,91.0,,,,,
165,127,262.0,399.0,98.0,,,,,
165,128,307.0,409.0,91.0,,,,,
165,134,136.0,221.0,147.0,,,,,
165,137,155.0,248.0,126.0,,,,,
165,142,153.0,228.0,161.0,,,,,
165,143,184.0,201.0,168.0,,,,,
165,145,200.0,172.0,168.0,,,,,
165,146,251.0,173.0,161.0,,,,,
165,150,159.0,266.0,154.0,,,,,
165,151,204.0,280.0,140.0,,,,,
165,153,243.8695652173913,290.0869565217391,133.6086956521739,,,,,
165,154,277.0,303.0,133.0,,,,,
165,157,179.0,231.0,140.0,,,,,
165,158,226.0,229.0,126.0,,,,,
165,160,263.0,231.0,133.0,,,,,
165,161,307.0,209.0,126.0,,,,,
165,165,216.0,202.0,182.0,,,,,
165,168,244.0,234.0,168.0,,,,,
165,173,262.0,209.0,182.0,,,,,
165,174,302.0,232.0,175.0,,,,,
165,176,290.0,207.0,161.0,,,,,
165,177,340.0,224.0,161.0,,,,,
165,180,297.0,176.0,175.0,,,,,
165,183,341.0,141.0,175.0,,,,,
165,188,242.0,167.0,175.0,,,,,
165,189,283.0,142.0,175.0,,,,,
165,191,304.0,149.0,161.0,,,,,
165,192,347.0,122.0,154.0,,,,,
165,197,198.0,259.0,56.0,,,,,
165,200,234.0,265.0,49.0,,,,,
165,205,266.0,267.0,70.0,,,,,
165,206,313.0,266.0,63.0,,,,,
165,208,352.0,256.0,56.0,,,,,
165,209,396.0,259.0,56.0,,,,,
165,212,234.0,201.0,56.0,,,,,
165,215,278.0,226.0,56.0,,,,,
165,219,311.0,194.0,49.0,,,,,
165,222,354.0,201.0,56.0,,,,,
165,228,373.0,307.0,56.0,,,,,
165,231,426.0,331.0,56.0,,,,,
165,235,478.0,368.0,63.0,,,,,
165,238,538.0,345.0,77.0,,,,,
165,243,393.0,174.0,56.0,,,,,
165,246,439.0,196.0,56.0,,,,,
165,250,461.0,152.0,56.0,,,,,
165,253,516.0,180.0,63.0,,,,,
165,262,203.0,309.0,56.0,,,,,
165,265,262.0,309.0,56.0,,,,,
165,269,294.0,352.0,56.0,,,,,
165,272,344.0,352.0,70.0,,,,,
165,278,209.0,381.0,63.0,,,,,
165,279,257.0,389.0,70.0,,,,,
165,281,281.0,385.0,70.0,,,,,
165,282,329.0,386.0,63.0,,,,,
165,285,315.0,423.0,77.0,,,,,
165,286,356.0,417.0,84.0,,,,,
165,288,393.0,419.0,98.0,,,,,
165,289,431.0,416.0,98.0,,,,,
165,293,387.0,384.0,63.0,,,,,
165,296,445.0,393.0,70.0,,,,,
165,300,539.0,379.0,91.0,,,,,
165,303,564.0,361.0,133.0,,,,,
165,308,475.0,422.0,112.0,,,,,
165,311,512.0,401.0,112.0,,,,,
165,315,508.0,394.0,140.0,,,,,
165,318,535.0,377.0,168.0,,,,,
165,325,252.0,386.0,147.0,,,,,
165,329,286.0,398.0,147.0,,,,,
165,330,310.0,411.0,147.0,,,,,
165,332,287.0,418.0,126.0,,,,,
165,335,332.0,428.0,126.0,,,,,
165,340,307.0,376.0,175.0,,,,,
165,343,366.0,365.0,175.0,,,,,
165,348,341.0,325.0,175.0,,,,,
165,349,393.0,334.0,175.0,,,,,
165,350,427.0,328.0,175.0,,,,,
165,356,348.0,414.0,154.0,,,,,
165,359,380.0,405.0,161.0,,,,,
165,363,403.0,423.0,140.0,,,,,
165,366,464.0,414.0,133.0,,,,,
165,371,455.0,409.0,154.0,,,,,
165,374,498.0,375.0,175.0,,,,,
165,378,415.0,373.0,168.0,,,,,
165,381,473.0,336.0,182.0,,,,,
165,389,201.0,131.0,126.0,,,,,
165,392,238.0,117.0,105.0,,,,,
165,396,214.0,157.0,98.0,,,,,
165,400,252.0,132.0,84.0,,,,,
165,401,299.0,118.0,84.0,,,,,
165,404,251.0,157.0,70.0,,,,,
165,407,314.0,154.0,70.0,,,,,
165,411,344.0,115.0,91.0,,,,,
165,415,388.0,109.0,91.0,,,,,
165,416,441.0,110.0,98.0,,,,,
165,420,389.0,145.0,77.0,,,,,
165,423,443.0,129.0,77.0,,,,,
165,427,537.0,162.0,84.0,,,,,
165,431,569.0,171.0,112.0,,,,,
165,432,575.0,201.0,147.0,,,,,
165,435,480.0845070422535,106.91549295774648,111.6056338028169,,,,,
165,438,516.0,134.0,105.0,,,,,
165,442,533.0,141.0,133.0,,,,,
165,445,565.0,164.0,154.0,,,,,
165,453,243.0,139.0,140.0,,,,,
165,454,281.0,124.0,154.0,,,,,
165,455,318.0,110.0,140.0,,,,,
165,460,277.0,131.0,126.0,,,,,
165,461,315.0,100.0,112.0,,,,,
165,463,343.0,107.0,112.0,,,,,
165,464,383.0,98.0,126.0,,,,,
165,467,364.0,151.0,154.0,,,,,
165,470,410.0,158.0,182.0,,,,,
165,475,364.0,187.0,175.0,,,,,
165,476,404.0,209.0,182.0,,,,,
165,477,449.0,206.0,182.0,,,,,
165,483,384.0,108.0,140.0,,,,,
165,486,436.0,119.0,161.0,,,,,
165,490,430.0,107.0,140.0,,,,,
165,493,477.0,110.0,126.0,,,,,
165,498,497.0,124.0,154.0,,,,,
165,501,526.0,179.0,161.0,,,,,
165,505,466.0,156.0,175.0,,,,,
165,508,506.0,213.0,182.0,,,,,
165,518,146.0,281.0,105.0,,,,,
165,519,197.0,280.0,105.0,,,,,
165,520,234.0,304.0,84.0,,,,,
165,524,247.0,288.0,119.0,,,,,
165,527,294.0,255.0,119.0,,,,,
165,533,305.0,286.0,147.0,,,,,
165,534,335.0,296.0,133.0,,,,,
165,535,369.0,289.0,154.0,,,,,
165,539,394.0,284.0,168.0,,,,,
165,540,408.0,310.0,154.0,,,,,
165,544,193.0,329.0,126.0,,,,,
165,547,231.0,338.0,133.0,,,,,
165,551,258.0,346.0,112.0,,,,,
165,554,300.0,366.0,98.0,,,,,
165,559,304.0,353.0,126.0,,,,,
165,560,355.0,352.0,140.0,,,,,
165,562,344.0,383.0,119.0,,,,,
165,563,394.0,375.0,98.0,,,,,
165,568,182.0,229.0,105.0,,,,,
165,571,238.0,243.0,84.0,,,,,
165,575,265.0,204.0,112.0,,,,,
165,578,308.0,212.0,105.0,,,,,
165,581,339.0,239.0,140.0,,,,,
165,584,385.0,242.0,154.0,,,,,
165,588,413.0,234.0,161.0,,,,,
165,589,435.0,262.0,168.0,,,,,
165,593,211.0,189.0,126.0,,,,,
165,596,263.0,177.0,133.0,,,,,
165,598,284.0,163.0,112.0,,,,,
165,601,321.0,162.0,105.0,,,,,
165,604,323.0,165.0,126.0,,,,,
165,605,378.0,172.0,140.0,,,,,
165,607,358.0,148.0,112.0,,,,,
165,608,395.0,158.0,91.0,,,,,
165,612,322.0,296.0,84.0,,,,,
165,615,376.0,308.0,91.0,,,,,
165,619,342.0,237.0,91.0,,,,,
165,622,391.0,257.0,112.0,,,,,
165,627,460.0,295.0,77.0,,,,,
165,630,509.0,292.0,91.0,,,,,
165,634,445.0,217.0,84.0,,,,,
165,637,499.0,247.0,77.0,,,,,
165,646,481.0,321.0,49.0,,,,,
165,647,552.0,296.0,56.0,,,,,
165,649,588.0,283.0,77.0,,,,,
165,650,587.0,296.0,119.0,,,,,
165,652,582.0,309.0,140.0,,,,,
165,653,563.0,305.0,175.0,,,,,
165,658,452.0,319.0,147.0,,,,,
165,661,486.0,298.0,154.0,,,,,
165,665,518.0,338.0,133.0,,,,,
165,668,522.0,305.0,147.0,,,,,
165,674,478.0,232.0,56.0,,,,,
165,678,543.0,237.0,56.0,,,,,
165,679,583.0,212.0,91.0,,,,,
165,682,584.0,266.0,154.0,,,,,
165,683,607.0,231.0,119.0,,,,,
165,685,588.0,260.0,168.0,,,,,
165,686,527.0,260.0,182.0,,,,,
165,689,468.0,213.0,154.0,,,,,
165,692,500.0,251.0,154.0,,,,,
165,696,514.0,193.0,112.0,,,,,
165,699,536.0,234.0,140.0,,,,,
165,706,415.0,378.0,112.0,,,,,
165,707,441.0,343.0,126.0,,,,,
165,709,440.0,364.0,98.0,,,,,
165,710,485.0,331.0,112.0,,,,,
165,713,402.0,143.0,119.0,,,,,
165,714,439.0,179.0,133.0,,,,,
165,716,441.0,157.0,105.0,,,,,
165,717,471.0,224.0,119.0,,,,,
165,719,432.0,257.0,119.0,,,,,
165,720,385.0,310.0,126.0,,,,,
166,7,133.0,314.0,126.0,,,,,
166,10,115.0,252.0,119.0,,,,,
166,15,119.0,299.0,98.0,,,,,
166,16,118.0,261.0,91.0,,,,,
166,18,123.0,233.0,91.0,,,,,
166,19,139.0,199.0,98.0,,,,,
166,22,141.0,185.0,126.0,,,,,
166,25,176.0,163.0,126.0,,,,,
166,29,171.0,174.0,91.0,,,,,
166,33,169.0,195.0,70.0,,,,,
166,34,208.0,166.0,77.0,,,,,
166,38,137.0,314.0,77.0,,,,,
166,41,164.0,332.0,91.0,,,,,
166,45,175.0,290.0,77.0,,,,,
166,49,219.0,349.0,77.0,,,,,
166,50,273.0,348.0,84.0,,,,,
166,53,150.0,267.0,84.0,,,,,
166,56,138.0,224.0,77.0,,,,,
166,61,169.0,238.0,63.0,,,,,
166,62,202.0,223.0,70.0,,,,,
166,64,243.0,193.0,84.0,,,,,
166,65,294.0,195.0,77.0,,,,,
166,70,172.0,262.0,182.0,,,,,
166,73,207.0,270.0,168.0,,,,,
166,78,124.0,257.0,154.0,,,,,
166,79,160.0,295.0,154.0,,,,,
166,81,153.0,337.0,147.0,,,,,
166,82,197.0,343.0,154.0,,,,,
166,86,170.0,318.0,182.0,,,,,
166,87,209.0,305.0,189.0,,,,,
166,89,236.0,324.0,175.0,,,,,
166,90,282.0,314.0,175.0,,,,,
166,93,229.0,266.0,182.0,,,,,
166,94,268.9583333333333,278.0833333333333,160.70833333333331,,,,,
166,96,271.0,274.0,175.0,,,,,
166,97,323.0,275.0,168.0,,,,,
166,101,147.0,358.0,119.0,,,,,
166,104,171.0,382.0,133.0,,,,,
166,109,220.0,366.0,168.0,,,,,
166,110,263.0,365.0,175.0,,,,,
166,112,265.0,346.0,154.0,,,,,
166,113,310.0,355.0,147.0,,,,,
166,116,182.0,391.0,98.0,,,,,
166,120,202.0,396.0,126.0,,,,,
166,121,247.0,408.0,112.0,,,,,
166,124,200.0,352.0,98.0,,,,,
166,125,233.0,381.0,91.0,,,,,
166,127,264.0,399.0,98.0,,,,,
166,128,307.0,406.0,98.0,,,,,
166,134,138.0,216.0,147.0,,,,,
166,137,153.0,246.0,126.0,,,,,
166,142,159.0,225.0,161.0,,,,,
166,143,187.0,202.0,168.0,,,,,
166,145,203.0,166.0,161.0,,,,,
166,146,254.0,177.0,161.0,,,,,
166,150,158.0,260.0,147.0,,,,,
166,151,200.0,281.0,133.0,,,,,
166,153,233.0,295.0,140.0,,,,,
166,154,282.0,306.0,126.0,,,,,
166,157,184.0,228.0,140.0,,,,,
166,158,222.0,233.0,133.0,,,,,
166,160,259.0,234.0,133.0,,,,,
166,161,308.0,203.0,126.0,,,,,
166,165,212.0,204.0,182.0,,,,,
166,168,240.0,235.0,168.0,,,,,
166,173,257.0,202.0,189.0,,,,,
166,174,303.0,231.0,182.0,,,,,
166,176,286.0,212.0,161.0,,,,,
166,177,332.0,222.0,168.0,,,,,
166,180,289.0,176.0,182.0,,,,,
166,183,326.0,146.0,182.0,,,,,
166,188,234.0,163.0,182.0,,,,,
166,189,273.0,141.0,175.0,,,,,
166,191,298.0,140.0,161.0,,,,,
166,192,345.0,112.0,161.0,,,,,
166,197,200.0,260.0,49.0,,,,,
166,200,235.0,265.0,56.0,,,,,
166,205,268.0,267.0,63.0,,,,,
166,206,311.0,274.0,56.0,,,,,
166,208,352.0,262.0,63.0,,,,,
166,209,397.0,255.0,63.0,,,,,
166,212,234.0,206.0,56.0,,,,,
166,216,264.0,227.0,70.0,,,,,
166,217,293.0,234.0,56.0,,,,,
166,219,309.0,193.0,56.0,,,,,
166,222,351.0,200.0,63.0,,,,,
166,228,373.0,308.0,49.0,,,,,
166,231,428.0,335.0,49.0,,,,,
166,235,479.0,369.0,63.0,,,,,
166,238,535.0,343.0,77.0,,,,,
166,243,394.0,174.0,56.0,,,,,
166,246,438.0,193.0,56.0,,,,,
166,250,468.0,153.0,56.0,,,,,
166,253,518.0,182.0,63.0,,,,,
166,262,209.0,311.0,56.0,,,,,
166,265,268.0,310.0,63.0,,,,,
166,269,287.0,359.0,56.0,,,,,
166,273,325.0,352.0,70.0,,,,,
166,274,367.0,351.0,70.0,,,,,
166,278,202.0,372.0,70.0,,,,,
166,279,251.0,385.0,70.0,,,,,
166,281,280.0,391.0,70.0,,,,,
166,282,323.0,393.0,70.0,,,,,
166,285,310.0,428.0,84.0,,,,,
166,286,352.0,421.0,84.0,,,,,
166,288,391.0,415.0,98.0,,,,,
166,289,433.0,415.0,91.0,,,,,
166,293,386.0,390.0,70.0,,,,,
166,296,435.0,392.0,63.0,,,,,
166,300,537.0,378.0,91.0,,,,,
166,304,568.0,369.0,119.0,,,,,
166,305,565.0,349.0,147.0,,,,,
166,308,470.0,422.0,112.0,,,,,
166,311,512.0,403.0,119.0,,,,,
166,315,511.0,397.0,140.0,,,,,
166,318,538.0,375.0,168.0,,,,,
166,326,229.0,378.0,147.0,,,,,
166,327,264.0,391.0,147.0,,,,,
166,329,285.0,398.0,161.0,,,,,
166,330,318.0,418.0,147.0,,,,,
166,332,287.0,416.0,133.0,,,,,
166,336,320.0,432.0,126.0,,,,,
166,337,359.0,428.0,126.0,,,,,
166,340,310.0,369.0,175.0,,,,,
166,343,371.0,363.0,175.0,,,,,
166,348,342.0,322.0,175.0,,,,,
166,349,397.0,335.0,168.0,,,,,
166,350,425.0,320.0,182.0,,,,,
166,356,355.0,411.0,147.0,,,,,
166,359,388.0,404.0,168.0,,,,,
166,363,402.0,423.0,140.0,,,,,
166,366,458.0,411.0,140.0,,,,,
166,371,454.0,407.0,161.0,,,,,
166,374,501.0,374.0,168.0,,,,,
166,378,428.0,373.0,175.0,,,,,
166,381,475.0,335.0,175.0,,,,,
166,389,203.0,129.0,126.0,,,,,
166,392,244.0,120.0,119.0,,,,,
166,396,217.0,157.0,98.0,,,,,
166,400,251.0,122.0,84.0,,,,,
166,401,300.0,122.0,84.0,,,,,
166,404,254.0,161.0,70.0,,,,,
166,408,293.0,145.0,63.0,,,,,
166,409,319.0,148.0,70.0,,,,,
166,411,343.0,113.0,91.0,,,,,
166,415,390.0,105.0,91.0,,,,,
166,416,435.0,106.0,98.0,,,,,
166,421,367.0,143.0,70.0,,,,,
166,422,404.0,140.0,77.0,,,,,
166,423,444.0,133.0,84.0,,,,,
166,427,534.0,161.0,84.0,,,,,
166,431,567.0,169.0,119.0,,,,,
166,432,583.0,208.0,147.0,,,,,
166,435,479.0,109.0,112.0,,,,,
166,438,512.0,133.0,105.0,,,,,
166,442,535.0,147.0,133.0,,,,,
166,445,570.0,170.0,154.0,,,,,
166,453,241.0,132.0,140.0,,,,,
166,454,280.0,119.0,154.0,,,,,
166,455,318.0,115.0,140.0,,,,,
166,460,276.0,132.0,126.0,,,,,
166,461,317.0,102.0,112.0,,,,,
166,463,346.0,107.0,119.0,,,,,
166,464,383.0,98.0,126.0,,,,,
166,467,353.0,153.0,154.0,,,,,
166,471,384.0,154.0,182.0,,,,,
166,472,422.0,169.0,182.0,,,,,
166,475,357.0,191.0,175.0,,,,,
166,476,402.0,212.0,175.0,,,,,
166,478,435.0,201.0,182.0,,,,,
166,479,473.0,216.0,175.0,,,,,
166,483,379.0,108.0,147.0,,,,,
166,486,428.0,124.0,168.0,,,,,
166,490,424.0,109.0,147.0,,,,,
166,493,475.0,110.0,133.0,,,,,
166,499,474.0,121.0,168.0,,,,,
166,500,516.0,133.0,161.0,,,,,
166,502,528.0,163.0,161.0,,,,,
166,503,540.0,196.0,161.0,,,,,
166,506,451.0,153.0,182.0,,,,,
166,507,489.0,173.0,182.0,,,,,
166,508,514.0,223.0,182.0,,,,,
166,518,144.0,277.0,105.0,,,,,
166,519,197.0,278.0,98.0,,,,,
166,520,240.0,305.0,84.0,,,,,
166,524,249.0,286.0,112.0,,,,,
166,527,294.0,256.0,112.0,,,,,
166,533,294.0,281.0,147.0,,,,,
166,534,344.0,307.0,133.0,,,,,
166,535,371.0,290.0,154.0,,,,,
166,539,390.0,279.0,168.0,,,,,
166,540,408.0,306.0,154.0,,,,,
166,544,190.0,325.0,119.0,,,,,
166,547,229.0,338.0,133.0,,,,,
166,551,256.0,347.0,112.0,,,,,
166,554,298.0,366.0,105.0,,,,,
166,559,303.0,353.0,126.0,,,,,
166,560,359.0,353.0,140.0,,,,,
166,562,338.0,386.0,119.0,,,,,
166,563,393.0,377.0,98.0,,,,,
166,568,181.0,220.0,105.0,,,,,
166,571,237.0,243.0,91.0,,,,,
166,575,267.0,203.0,112.0,,,,,
166,578,310.0,216.0,98.0,,,,,
166,581,336.0,245.0,140.0,,,,,
166,584,382.0,241.0,154.0,,,,,
166,588,418.0,226.0,154.0,,,,,
166,589,437.0,257.0,168.0,,,,,
166,593,215.0,189.0,126.0,,,,,
166,596,266.0,175.0,133.0,,,,,
166,598,281.0,164.0,112.0,,,,,
166,601,324.0,167.0,98.0,,,,,
166,604,319.0,172.0,133.0,,,,,
166,605,373.0,170.0,140.0,,,,,
166,607,355.0,153.0,112.0,,,,,
166,608,392.0,158.0,91.0,,,,,
166,612,320.0,295.0,91.0,,,,,
166,615,376.0,314.0,98.0,,,,,
166,619,350.0,242.0,91.0,,,,,
166,622,388.0,253.0,119.0,,,,,
166,627,461.0,286.0,77.0,,,,,
166,630,511.0,293.0,91.0,,,,,
166,634,440.0,221.0,84.0,,,,,
166,637,497.0,252.0,77.0,,,,,
166,646,480.0,322.0,49.0,,,,,
166,647,555.0,294.0,56.0,,,,,
166,649,588.0,284.0,77.0,,,,,
166,650,586.0,297.0,112.0,,,,,
166,652,578.0,307.0,133.0,,,,,
166,654,586.0,305.0,175.0,,,,,
166,655,553.0,307.0,175.0,,,,,
166,658,455.0,321.0,147.0,,,,,
166,661,486.0,297.0,154.0,,,,,
166,665,523.0,339.0,126.0,,,,,
166,668,525.0,310.0,140.0,,,,,
166,674,479.0,230.0,56.0,,,,,
166,678,541.0,237.0,56.0,,,,,
166,679,582.0,211.0,84.0,,,,,
166,682,585.0,264.0,147.0,,,,,
166,683,610.0,234.0,112.0,,,,,
166,685,588.0,260.0,168.0,,,,,
166,686,534.0,269.0,182.0,,,,,
166,689,468.0,207.0,154.0,,,,,
166,692,497.0,252.0,147.0,,,,,
166,696,514.0,193.0,112.0,,,,,
166,699,539.0,238.0,140.0,,,,,
166,706,418.0,376.0,112.0,,,,,
166,707,443.0,345.0,133.0,,,,,
166,709,442.0,366.0,91.0,,,,,
166,710,488.0,329.0,112.0,,,,,
166,713,402.0,147.0,119.0,,,,,
166,714,437.0,177.0,133.0,,,,,
166,716,440.0,160.0,112.0,,,,,
166,717,468.0,217.0,119.0,,,,,
166,719,437.0,256.0,126.0,,,,,
166,720,390.0,312.0,133.0,,,,,
167,8,123.0,299.0,119.0,,,,,
167,9,141.0,327.0,133.0,,,,,
167,10,122.0,247.0,119.0,,,,,
167,15,115.0,305.0,105.0,,,,,
167,16,116.0,258.0,91.0,,,,,
167,18,117.0,231.0,91.0,,,,,
167,19,137.0,198.0,98.0,,,,,
167,22,144.0,184.0,133.0,,,,,
167,25,175.0,165.0,119.0,,,,,
167,30,149.0,183.0,91.0,,,,,
167,31,182.0,170.0,91.0,,,,,
167,33,165.0,201.0,70.0,,,,,
167,34,204.0,174.0,70.0,,,,,
167,38,132.0,318.0,77.0,,,,,
167,41,166.0,339.0,91.0,,,,,
167,45,167.0,297.0,70.0,,,,,
167,49,219.0,353.0,77.0,,,,,
167,50,281.0,348.0,77.0,,,,,
167,53,149.0,269.0,84.0,,,,,
167,56,141.0,226.0,77.0,,,,,
167,61,166.0,245.0,63.0,,,,,
167,62,198.0,230.0,70.0,,,,,
167,64,238.0,196.0,84.0,,,,,
167,65,288.0,197.0,77.0,,,,,
167,70,177.0,255.0,182.0,,,,,
167,73,218.0,274.0,168.0,,,,,
167,78,126.0,260.0,161.0,,,,,
167,79,164.0,302.0,161.0,,,,,
167,81,153.0,337.0,154.0,,,,,
167,82,204.0,350.0,161.0,,,,,
167,86,175.0,321.0,175.0,,,,,
167,87,211.0,309.0,189.0,,,,,
167,89,241.0,336.0,182.0,,,,,
167,90,288.0,319.0,175.0,,,,,
167,93,231.0,267.0,182.0,,,,,
167,94,266.0,293.0,161.0,,,,,
167,96,271.0,274.0,175.0,,,,,
167,97,321.0,279.0,168.0,,,,,
167,101,156.0,362.0,119.0,,,,,
167,104,173.0,387.0,126.0,,,,,
167,109,222.0,370.0,168.0,,,,,
167,110,269.0,372.0,182.0,,,,,
167,112,267.0,355.0,154.0,,,,,
167,113,315.0,358.0,147.0,,,,,
167,116,187.0,394.0,98.0,,,,,
167,120,207.0,398.0,126.0,,,,,
167,121,252.0,404.0,105.0,,,,,
167,124,204.0,350.0,98.0,,,,,
167,125,236.0,378.0,84.0,,,,,
167,127,265.0,395.0,91.0,,,,,
167,128,310.0,402.0,98.0,,,,,
167,134,143.0,218.0,147.0,,,,,
167,137,160.0,253.0,126.0,,,,,
167,142,161.0,225.0,161.0,,,,,
167,143,189.0,203.0,168.0,,,,,
167,145,199.0,166.0,161.0,,,,,
167,146,252.0,182.0,154.0,,,,,
167,150,161.0,267.0,147.0,,,,,
167,151,197.0,286.0,140.0,,,,,
167,153,237.0,299.0,140.0,,,,,
167,154,282.0,321.0,126.0,,,,,
167,157,186.0,229.0,140.0,,,,,
167,158,222.0,239.0,133.0,,,,,
167,160,260.0,241.0,133.0,,,,,
167,161,307.0,204.85714285714286,119.50000000000001,,,,,
167,165,216.0,203.0,182.0,,,,,
167,169,231.0,228.0,161.0,,,,,
167,170,266.0,247.0,161.0,,,,,
167,173,259.0,208.0,182.0,,,,,
167,174,310.0,234.0,182.0,,,,,
167,176,282.0,214.0,161.0,,,,,
167,177,325.0,215.0,168.0,,,,,
167,180,279.0,180.0,175.0,,,,,
167,183,326.0,154.0,175.0,,,,,
167,188,232.0,164.0,175.0,,,,,
167,189,275.0,142.0,175.0,,,,,
167,191,298.0,140.0,161.0,,,,,
167,192,335.0,109.0,154.0,,,,,
167,197,201.0,268.0,49.0,,,,,
167,200,234.0,275.0,56.0,,,,,
167,205,269.0,269.0,63.0,,,,,
167,206,313.0,271.0,56.0,,,,,
167,208,355.0,262.0,56.0,,,,,
167,209,397.0,245.0,56.0,,,,,
167,212,232.0,214.0,63.0,,,,,
167,216,253.0,235.0,70.0,,,,,
167,217,296.0,231.0,49.0,,,,,
167,219,301.0,188.0,56.0,,,,,
167,222,348.0,196.0,63.0,,,,,
167,228,378.0,305.0,56.0,,,,,
167,231,434.0,331.0,56.0,,,,,
167,235,479.0,368.0,63.0,,,,,
167,238,532.0,336.0,70.0,,,,,
167,243,393.0,164.0,56.0,,,,,
167,246,438.0,185.0,56.0,,,,,
167,250,478.0,146.0,63.0,,,,,
167,253,523.0,182.0,63.0,,,,,
167,263,175.0,310.0,56.0,,,,,
167,264,222.0,322.0,56.0,,,,,
167,266,248.0,319.0,63.0,,,,,
167,267,296.0,314.0,56.0,,,,,
167,269,289.0,365.0,56.0,,,,,
167,273,327.0,355.0,70.0,,,,,
167,274,371.0,347.0,70.0,,,,,
167,278,196.0,372.0,70.0,,,,,
167,279,248.0,383.0,63.0,,,,,
167,281,282.0,389.0,70.0,,,,,
167,282,325.0,396.0,63.0,,,,,
167,285,303.0,428.0,84.0,,,,,
167,286,348.0,423.0,84.0,,,,,
167,288,391.0,417.0,91.0,,,,,
167,289,431.0,412.0,91.0,,,,,
167,293,385.0,392.0,70.0,,,,,
167,296,440.0,387.0,70.0,,,,,
167,300,540.0,372.0,84.0,,,,,
167,304,568.0,363.0,112.0,,,,,
167,305,566.0,339.0,147.0,,,,,
167,308,475.0,419.0,112.0,,,,,
167,311,515.0,399.0,112.0,,,,,
167,315,512.0,395.0,140.0,,,,,
167,318,541.0,379.0,161.0,,,,,
167,326,225.0,379.0,154.0,,,,,
167,327,268.0,398.0,154.0,,,,,
167,329,292.0,404.0,161.0,,,,,
167,330,322.0,421.0,147.0,,,,,
167,333,267.0,410.0,133.0,,,,,
167,334,313.0,424.0,133.0,,,,,
167,336,326.0,432.0,119.0,,,,,
167,337,371.0,430.0,126.0,,,,,
167,340,318.0,375.0,175.0,,,,,
167,343,378.0,365.0,175.0,,,,,
167,348,346.0,324.0,175.0,,,,,
167,349,399.0,333.0,168.0,,,,,
167,350,433.0,314.0,175.0,,,,,
167,356,359.0,412.0,154.0,,,,,
167,359,393.0,403.0,168.0,,,,,
167,363,404.0,423.0,140.0,,,,,
167,366,461.0,412.0,133.0,,,,,
167,371,460.0,404.0,161.0,,,,,
167,374,503.0,371.0,168.0,,,,,
167,378,430.0,373.0,175.0,,,,,
167,381,480.0,334.0,175.0,,,,,
167,389,204.0,128.0,126.0,,,,,
167,392,244.0,122.0,112.0,,,,,
167,396,218.0,158.0,98.0,,,,,
167,400,253.0,125.0,84.0,,,,,
167,401,300.0,131.0,91.0,,,,,
167,404,247.0,163.0,70.0,,,,,
167,408,283.0,143.0,70.0,,,,,
167,409,328.0,151.0,70.0,,,,,
167,412,329.0,115.0,91.0,,,,,
167,413,360.0,115.0,84.0,,,,,
167,415,394.0,101.0,98.0,,,,,
167,416,434.0,101.0,112.0,,,,,
167,421,370.0,144.0,70.0,,,,,
167,422,416.0,132.0,77.0,,,,,
167,423,450.0,126.0,84.0,,,,,
167,428,524.0,150.0,84.0,,,,,
167,429,551.0,160.0,105.0,,,,,
167,431,570.0,166.0,126.0,,,,,
167,432,586.0,210.0,147.0,,,,,
167,435,474.0,109.0,119.0,,,,,
167,438,508.0,129.0,105.0,,,,,
167,442,536.0,152.0,140.0,,,,,
167,445,569.0,176.0,161.0,,,,,
167,453,234.0,135.0,147.0,,,,,
167,454,266.0,120.0,154.0,,,,,
167,456,286.0,125.0,140.0,,,,,
167,457,336.0,101.0,126.0,,,,,
167,460,275.0,133.0,126.0,,,,,
167,461,312.0,106.0,105.0,,,,,
167,463,346.0,101.0,112.0,,,,,
167,464,379.0,96.0,126.0,,,,,
167,467,344.0,153.0,147.0,,,,,
167,471,372.0,151.0,175.0,,,,,
167,472,417.0,171.0,182.0,,,,,
167,475,352.0,192.0,168.0,,,,,
167,476,398.0,212.0,175.0,,,,,
167,478,425.0,212.0,168.0,,,,,
167,479,479.0,223.0,182.0,,,,,
167,483,375.0,105.0,147.0,,,,,
167,486,416.0,121.0,168.0,,,,,
167,490,416.0,110.0,154.0,,,,,
167,493,474.0,115.0,140.0,,,,,
167,499,468.0,125.0,168.0,,,,,
167,500,510.0,133.0,168.0,,,,,
167,502,530.0,162.0,161.0,,,,,
167,503,539.0,206.0,168.0,,,,,
167,506,447.0,157.0,182.0,,,,,
167,507,493.0,171.0,182.0,,,,,
167,509,507.0,209.0,182.0,,,,,
167,510,537.0,239.0,175.0,,,,,
167,518,139.0,277.0,105.0,,,,,
167,519,196.0,284.0,98.0,,,,,
